"","AtrZ=~M_Atr_Z","AtrZ=~X_Atr_Z","AtrZ=~F_Atr_Z","RomZ=~M_Rom_Z","RomZ=~X_Rom_Z","RomZ=~F_Rom_Z","EroZ=~M_Ero_Z","EroZ=~X_Ero_Z","EroZ=~F_Ero_Z","Atr0=~M_Atr","Atr0=~X_Atr","Atr0=~F_Atr","Rom0=~M_Rom","Rom0=~X_Rom","Rom0=~F_Rom","Ero0=~M_Ero","Ero0=~X_Ero","Ero0=~F_Ero","Atr0~Inactive","Atr0~Education","Atr0~Work","Atr0~Gym","Atr0~Social","Rom0~Inactive","Rom0~Education","Rom0~Work","Rom0~Gym","Rom0~Social","Ero0~Inactive","Ero0~Education","Ero0~Work","Ero0~Gym","Ero0~Social","Atr0~AtrZ","Rom0~AtrZ","Rom0~RomZ","Ero0~AtrZ","Ero0~RomZ","Ero0~EroZ","Rom0~Atr0","Ero0~Atr0","Ero0~Rom0","M_Atr_Z~~M_Atr","X_Atr_Z~~X_Atr","F_Atr_Z~~F_Atr","M_Rom_Z~~M_Rom","X_Rom_Z~~X_Rom","F_Rom_Z~~F_Rom","M_Ero_Z~~M_Ero","X_Ero_Z~~X_Ero","F_Ero_Z~~F_Ero","Inactive~~Education","Inactive~~Gym","Inactive~~Work","Inactive~~Social","Education~~Gym","Education~~Work","Education~~Social","Work~~Gym","Gym~~Social","Work~~Social","AtrZ~~Inactive","AtrZ~~Education","AtrZ~~Gym","AtrZ~~Work","AtrZ~~Social","RomZ~~Inactive","RomZ~~Education","RomZ~~Gym","RomZ~~Work","RomZ~~Social","EroZ~~Inactive","EroZ~~Education","EroZ~~Gym","EroZ~~Work","EroZ~~Social","AtrZ~~RomZ","AtrZ~~EroZ","RomZ~~EroZ"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.761144099701453,0.200993958360628,0.793270732909378,0.911926362314145,0.952301506128164,0.943321854215741,0.653253551427682,0.948118430236649,0.516094221766919,0.792299974508855,0.1500853801827,0.534175221328574,0.830582547946948,0.689109382415243,0.908231093758599,0.891246582981907,0.504564466644605,0.616957926085488,-0.333198235820098,0.157363851216365,-0.496898796013441,0.057662474717909,0.198662712990376,0.0332007707145618,0.154976919330786,-0.0916313170374397,0.0228428304454451,-0.0368644063336523,0.52229236055698,-0.201527551733465,0.210674805241752,0.012356659977056,-0.287123107369016,-0.0346011581891003,0.139592786481339,-0.0681249721959157,0.0349438321728348,-0.0943436804271158,0.334304218521682,0.174121607641529,0.208187455405669,-0.064831844509432,-0.0619542223770695,-0.277358729487736,0.0283379623686742,0.188194595355554,-0.387408542581642,0.177435223534753,0.134246316444801,0.422744733543836,0.0593343956292878,-0.369737484195107,-0.685296663559421,-0.804293856902783,-0.416232353731672,0.16020367154963,-0.463170276566483,-0.0941017269086795,-0.572350084602054,-0.337912181507412,0.227227150747663,0.0777060181360693,-0.196652442431653,0.011875249823883,-0.106603387599174,-0.184058439931366,0.191290308986124,-0.0419660088024042,0.116664933872319,-0.256280732295097,-0.173374309781926,-0.456128547084946,0.187137156655205,0.0618808310117398,0.167734119263068,0.567580631066353,0.291624544667842,-0.038289397640887,0.273463988704127
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.661073053634019,0.571537864787753,0.811145436254858,0.837952718876081,0.858485627829624,0.805272093076026,0.725875820457943,0.960664699954501,0.63495941718003,0.69005989042387,0.0681585621863916,0.771773744922423,0.818777326038389,0.700947982757323,0.747458249288353,0.391702518162549,0.37833121246214,0.390531751031179,-0.419604903487975,0.0999880949765641,-0.265339421923257,-0.19292883519344,0.198786400605574,0.0420219583050779,-0.234515457181287,-0.0134318414403861,0.200177462151815,0.282760389535466,1.18495383110773,-0.494546366955976,0.560418306463957,-0.141033771134991,-1.15446919318522,0.181680450917052,-0.406920132352058,0.00540303074705484,0.581037494645166,0.232506194776475,0.284167477868714,0.436121280010061,0.964340492491552,0.705698973911088,0.0136307447871721,-0.108730195791371,0.135989210684191,0.148510249557552,0.121915681068366,0.172629960481957,0.132632814205625,0.10450303904965,0.0714300139999866,-0.548085077694074,-0.621685228470417,-0.824283864176486,-0.233750393531981,0.0378684371464284,-0.455405009902067,0.241608926645499,-0.437481838899929,-0.32542666192127,-0.1413034612427,0.0533926711085655,0.08502584328118,0.315014202346961,-0.18266063583703,0.0955260690127903,0.0254223786947851,0.160919802971165,0.357701591174272,-0.384003289813263,0.3228876165983,-0.177281569185281,-0.117522292400067,0.184319021639816,-0.00701675370770736,0.237038474328578,0.353770161990192,-0.0473295782211905,0.0869474030910001
